,school_name,state_name_public_school_latest_available_year,full-time_equivalent_fte_teachers_public_school_2012-13,full-time_equivalent_fte_teachers_public_school_2011-12,full-time_equivalent_fte_teachers_public_school_2010-11,pupil/teacher_ratio_public_school_2012-13,pupil/teacher_ratio_public_school_2011-12,pupil/teacher_ratio_public_school_2010-11,school_id_-_nces_assigned_public_school_latest_available_year
7980,RICHLAND ELEMENTARY,California,25.47,28.5,,29.25,26.88,,63488005890
7981,RICHLAND JUNIOR HIGH,California,34.6,37.95,,19.57,16.84,,62145009565
7982,RICHMAN ELEMENTARY,California,30.5,30.95,,25.31,24.23,,61473001803
7983,RICHMOND CHARTER ACADEMY,California,2.5,,,36,,,63255013164
7984,RICHMOND COLLEGE PREPARATORY,California,13,11,,24.85,26.45,,63255011576
7985,RICHMOND ELEMENTARY,California,9,11,,25.89,19.73,,63252005005
7986,RICHMOND ELEMENTARY,California,25.5,25.5,,19.61,20.12,,63680006241
7987,RICHMOND HIGH,California,67.5,71.7,,23.42,21.46,,63255005055
7988,RICHMOND STREET ELEMENTARY,California,21.1,21.1,,28.77,27.91,,61221008501
7989,RICHVALE ELEMENTARY,California,2,2,,17.5,19.5,,60504000487
7990,RIDGE CREST ELEMENTARY,California,19,20.05,,28.32,28.58,,62580009935
7991,RIDGECREST CHARTER,California,13,15,,26.92,22,,60007108706
7992,RIDGECREST INTERMEDIATE,California,36,35.45,,25.83,26.29,,62970008514
7993,RIDGEMOOR ELEMENTARY,California,28,32,,23.21,24.84,,62454007212
7994,RIDGEPOINT ELEMENTARY,California,26,26,,26.27,28.04,,60133208952
7995,RIDGEVIEW ELEMENTARY,California,23.53,24.93,,23.63,22.9,,61308003506
7996,RIDGEVIEW ELEMENTARY,California,29,33,,27.86,25.39,,64356010156
7997,RIDGEVIEW HIGH,California,86.15,84.18,,25.28,26.09,,61954003116
7998,RIDGEVIEW HIGH (CONTINUATION),California,7.1,8,,15.49,12.75,,62982004642
7999,RIDGEWOOD ELEMENTARY,California,11,12,,22.36,21.42,,61038001164
8000,RIDGWAY HIGH (CONTINUATION),California,17.95,18.6,,16.77,16.61,,63583006130
8001,RILEY ELEMENTARY,California,37,38,,20,20,,63417005381
8002,RILEY ELEMENTARY,California,17.5,20.3,,27.03,25.42,,62250002754
8003,RILEY/NEW DAWN,California,23.4,22,,6.88,8.5,,63432005539
8004,RIM ACADEMY,California,,,,,,,63261011306
8005,RIM OF THE WORLD SENIOR HIGH,California,48.65,55.65,,25.65,23.47,,63261005074
8006,RINCON HIGH (CONTINUATION),California,2.4,2.4,,15,14.58,,60756001445
8007,RINCON INTERMEDIATE,California,,,,,,,63375005209
8008,RINCON MIDDLE,California,64.81,60,,20.94,21.73,,61288008833
8009,RINCON VALLEY CHARTER,California,7.43,7.9,,22.48,21.39,,63264011481
8010,RINCON VALLEY MIDDLE,California,33.15,36.68,,25.4,22.96,,63583006131
8011,RIO ALTURA ELEMENTARY,California,,,,,,,60006105117
8012,RIO AMERICANO HIGH,California,62.95,66.01,,24.73,24.28,,63462005812
8013,RIO BRAVO ELEMENTARY,California,22.5,21.33,,25.56,25.88,,63271008496
8014,RIO BRAVO-GREELEY ELEMENTARY,California,18.59,21.45,,25.07,21.07,,63271005085
8015,RIO CALAVERAS ELEMENTARY,California,31.33,33.17,,32.52,29.42,,63801007754
8016,RIO CAZADERO HIGH (CONTINUATION),California,10.1,10.48,,28.51,28.34,,61233007702
8017,RIO COMMUNITY DAY,California,,,,,,,63276012245
8018,RIO DEL MAR,California,18,17,,27.11,27.65,,63276011833
8019,RIO DEL MAR ELEMENTARY,California,21,22,,28,28.05,,62949004549
8020,RIO DEL NORTE,California,20,19,,28.2,28.37,,63276010453
8021,RIO DEL ORO ELEMENTARY,California,25.5,24.5,,18.04,18.98,,63118011547
8022,RIO DEL REY HIGH (CONTINUATION),California,1,1,,19,22,,69113410212
8023,RIO DEL VALLE MIDDLE,California,31,31.5,,23.94,22.67,,63276005089
8024,RIO HONDO ELEMENTARY,California,34.92,31,,24.48,25.87,,61209001357
8025,RIO HONDO ELEMENTARY,California,34.75,32.15,,25.78,26.38,,61146001273
8026,RIO LINDA HIGH,California,86.4,90.4,,19.87,20.11,,60133201991
8027,RIO LINDA PREPARATORY ACADEMY,California,19.67,20,,20.59,22.75,,60133201992
8028,RIO LINDO ELEMENTARY,California,16,16,,28.13,28.63,,63276005090
8029,RIO MESA HIGH,California,84.05,85.2,,24.52,23.87,,62927004521
8030,RIO NORTE JUNIOR HIGH,California,48.5,49,,25.32,24.06,,64251011320
8031,RIO PLAZA ELEMENTARY,California,17,17,,29.47,28.82,,63276005091
8032,RIO REAL ELEMENTARY,California,23,22,,29.17,29.05,,63276005092
8033,RIO ROSALES,California,21,21,,26.19,26.95,,63276008667
8034,RIO SAN GABRIEL ELEMENTARY,California,30,31.75,,27.37,26.55,,61146001274
8035,RIO SECO ELEMENTARY,California,43.5,40,,22.83,24.63,,63588006144
8036,RIO TIERRA JUNIOR HIGH,California,27,28,,20.3,20.68,,60133201993
8037,RIO VALLEY CHARTER,California,11,11.32,,27.82,23.59,,62223012723
8038,RIO VISTA COMMUNITY DAY,California,1,1,,8,19,,61959011602
8039,RIO VISTA ELEMENTARY,California,20,20,,22.55,22,,61209001358
8040,RIO VISTA ELEMENTARY,California,19,21,,23.79,22.95,,61218001380
8041,RIO VISTA ELEMENTARY,California,16.6,20.45,,31.02,23.91,,61380001558
8042,RIO VISTA ELEMENTARY,California,28,28,,26.11,26.04,,62955011029
8043,RIO VISTA ELEMENTARY,California,32.25,32,,29.49,29.41,,63066004768
8044,RIO VISTA ELEMENTARY,California,27,36.38,,28.22,22.54,,63597006157
8045,RIO VISTA ELEMENTARY,California,19,18,,20.95,22.67,,62271003309
8046,RIO VISTA ELEMENTARY,California,21.5,16.8,,21.12,25.36,,62637009406
8047,RIO VISTA ELEMENTARY,California,29,30,,19.41,18.57,,63417005382
8048,RIO VISTA ELEMENTARY,California,33.5,29,,26.18,26,,60001701149
8049,RIO VISTA HIGH,California,2.1,2.48,,19.05,11.69,,61926000963
8050,RIO VISTA HIGH,California,19.85,20.4,,17.58,18.09,,63311005125
8051,RIO VISTA MIDDLE,California,29.8,29.7,,24.3,24.51,,63276011957
8052,RIO VISTA MIDDLE,California,31.78,32,,24.86,24.78,,60797010494
8053,RIOS ELEMENTARY,California,11,12,,25.36,24.67,,60681000624
8054,RIPON ELEMENTARY,California,18.62,16.73,,23.85,25.16,,63288005111
8055,RIPON HIGH,California,35.28,37.42,,25.31,24.59,,63288005112
8056,RIPONA ELEMENTARY,California,17.08,17.26,,25.23,26.01,,63288005113
8057,RISE COMMUNITY,California,14,15,,23.21,22.47,,62805011559
8058,RISE KOHYANG MIDDLE,California,5,,,17,,,62271012852
8059,RITE OF PASSAGE,California,13.2,16.4,,12.5,13.6,,69100602957
8060,RITTER ELEMENTARY,California,18,16,,20.89,24.19,,62271003310
8061,RIVER BEND,California,5.51,5.51,,9.07,11.07,,64116007892
8062,RIVER BLUFF ELEMENTARY,California,29,29,,29.38,28.62,,60797010493
8063,RIVER CHARTER,California,16.17,15.86,,22.33,22.51,,62664004695
8064,RIVER CITY HIGH,California,83.34,78.66,,23.99,24.96,,64158006857
8065,RIVER DELTA COMMUNITY DAY,California,0.88,1,,3.41,5,,63311011075
8066,RIVER DELTA HIGH/ELEMENTARY (ALTERNATIVE),California,0.83,1,,21.69,17,,63311009429
8067,RIVER GLEN,California,21.13,22.32,,25.46,23.92,,63459004084
8068,RIVER HEIGHTS INTERMEDIATE,California,42.01,45,,24.68,24.58,,60985011710
8069,RIVER ISLANDS TECHNOLOGY ACADEMY,California,,,,,,,60387013146
8070,RIVER MONTESSORI ELEMENTARY CHARTER,California,7,6,,23.71,25.5,,60133812549
8071,RIVER OAK CHARTER,California,10,10,,23.9,23.5,,64030012026
8072,RIVER OAKS ACADEMY,California,7,5.2,,21.57,26.35,,69104712801
8073,RIVER OAKS ELEMENTARY,California,33.7,34.64,,18.04,19.26,,61479001051
8074,RIVER SPRINGS CHARTER,California,275.88,265.91,,20.11,20.39,,69102611707
8075,RIVER VALLEY CHARTER,California,12.46,9.77,,22.47,27.84,,62079007308
8076,RIVER VALLEY HIGH,California,81.84,83.99,,20.61,20.11,,64347011520
8077,RIVER'S EDGE COMMUNITY DAY,California,1,1,,6,5,,61995012357
8078,RIVERA ELEMENTARY,California,26,26,,28.12,26.42,,61218001381
8079,RIVERA MIDDLE,California,33,33,,24.79,24.85,,61218001382
8080,RIVERBANK ELEMENTARY,California,40.89,27,,20.32,20.67,,64158012263
8081,RIVERBANK HIGH,California,35.8,36.1,,19.89,19.09,,60006104232
8082,RIVERBANK LANGUAGE ACADEMY,California,20,19,,23.8,22.95,,60006111925
8083,RIVERBEND ELEMENTARY,California,50.88,47.52,,24.25,26.03,,64347011930
8084,RIVERCREST PREPARATORY,California,,,,,,,61926013334
8085,RIVERDALE COMMUNITY DAY,California,,0.5,,,10,,60004008478
8086,RIVERDALE ELEMENTARY,California,24.01,24,,22.45,22.17,,60004005118
8087,RIVERDALE ELEMENTARY,California,20,21,,25.3,24.95,,61488001875
8088,RIVERDALE HIGH,California,28,28.5,,18.25,18.56,,60004005120
8089,RIVERGOLD ELEMENTARY,California,20,20.17,,25.65,26.03,,60016010252
8090,RIVERSIDE COUNTY COMMUNITY,California,38.75,38,,24,24.61,,69102610577
8091,RIVERSIDE COUNTY EDUCATION ACADEMY,California,3.25,,,20.31,,,69102612986
8092,RIVERSIDE COUNTY JUVENILE COURT,California,12.25,14,,20,21.5,,69102607567
8093,RIVERSIDE COUNTY OPPORTUNITY,California,4,5,,33.75,29,,69102609238
8094,RIVERSIDE COUNTY ROP,California,,,,,,,60009411035
8095,RIVERSIDE COUNTY SPECIAL EDUCATION,California,107,111.5,,8.79,8.87,,69102609031
8096,RIVERSIDE DRIVE CHARTER ELEMENTARY,California,24,24,,23.54,22.54,,62271003311
8097,RIVERSIDE ELEMENTARY,California,17,19,,25.76,21.16,,63255005056
8098,RIVERSIDE MEADOWS INTERMEDIATE,California,15.4,15.4,,21.04,20.39,,63118011836
8099,RIVERSIDE PREPARATORY,California,87.66,80.16,,23.94,24.36,,62895011863
8100,RIVERSIDE STEM ACADEMY,California,13.76,,,30.16,,,63315013103
8101,RIVERSIDE VIRTUAL,California,10.43,8.36,,12.46,11.6,,63315012176
8102,RIVERVIEW ELEMENTARY,California,12,16,,25.67,18.69,,60985001064
8103,RIVERVIEW ELEMENTARY,California,21.18,23,,23.32,23.83,,62079002497
8104,RIVERVIEW ELEMENTARY,California,26,27,,29.77,27.67,,60903010483
8105,RIVERVIEW ELEMENTARY,California,17.2,17.2,,24.83,24.24,,61970002375
8106,RIVERVIEW MIDDLE,California,4.55,4.8,,22.42,23.96,,61686009376
8107,RIVERVIEW MIDDLE,California,11.25,10.2,,24.18,25,,63311005126
8108,RIVERVIEW MIDDLE,California,43.35,46.34,,16.82,15.99,,62637003969
8109,RIVIERA ELEMENTARY,California,11.5,12.75,,23.65,21.18,,61932004574
8110,RIVIERA ELEMENTARY,California,32.26,30.17,,21.61,23.7,,63942006570
8111,RIVIERA HIGH,California,,2,,,2.5,,61932012522
8112,ROB REINER CHILDREN & FAMILIES CENTER,California,,,,,,,63018013280
8113,ROBBINS ELEMENTARY,California,8,8.54,,17.88,17.68,,64290011818
8114,ROBERT A. MILLIKAN MIDDLE,California,70.5,74.02,,30.75,29.45,,62271003187
8115,ROBERT C. COOLEY MIDDLE,California,42.51,47.47,,25.08,24.1,,63360008551
8116,ROBERT C. FISLER ELEMENTARY,California,33.5,35.75,,29.31,27.19,,61473010985
8117,ROBERT DOWN ELEMENTARY,California,23.1,21.6,,21.26,21.81,,62937004527
8118,ROBERT E. PEARY MIDDLE,California,85.5,100.03,,19.33,18.1,,62271003277
8119,ROBERT E. WILLETT ELEMENTARY,California,19.3,21.84,,27.46,23.95,,61062001184
8120,ROBERT ELLIOTT ALTERNATIVE EDUCATION CENTER,California,40.51,40.89,,17.28,17.75,,62515003737
8121,ROBERT F. KENNEDY ELEMENTARY,California,19,18,,25.47,25.22,,62271003112
8122,ROBERT F. KENNEDY ELEMENTARY,California,28,26,,26.71,28.81,,60962000985
8123,ROBERT F. KENNEDY ELEMENTARY,California,24,24,,25.79,26,,61437001647
8124,ROBERT F. KENNEDY HIGH,California,44.84,42.92,,24.55,25.61,,61086012157
8125,ROBERT FROST MIDDLE,California,51.83,55.01,,29.77,29.16,,62271003027
8126,ROBERT FULTON COLLEGE PREPARATORY,California,74.25,83.52,,26.25,26.52,,62271003029
8127,ROBERT H. LEWIS CONTINUATION,California,4,4.01,,29.75,27.43,,62271003134
8128,ROBERT HEIDEMAN ELEMENTARY,California,18.6,16,,31.02,31.5,,64015006639
8129,ROBERT HILL LANE ELEMENTARY,California,18,18,,21.94,22.39,,62271003122
8130,ROBERT J. FITE ELEMENTARY,California,27,23,,25.41,25.09,,61233010596
8131,ROBERT J. FRANK INTERMEDIATE,California,70.34,62.7,,17.84,19.52,,62922004240
8132,ROBERT L. STEVENS ELEMENTARY,California,26.19,27.13,,20.81,19.39,,64320004118
8133,ROBERT LOUIS STEVENSON INTERMEDIATE,California,21.45,21.5,,13.85,14.65,,63783006388
8134,ROBERT LOUIS STEVENSON MIDDLE,California,72.83,96.5,,25.43,20.12,,62271003372
8135,ROBERT M. PYLES ELEMENTARY,California,30.05,30.05,,25.66,24.76,,62343003562
8136,ROBERT O. TOWNSEND JUNIOR HIGH,California,41.05,42,,28.16,27.79,,60846008808
8137,ROBERT P. ULRICH ELEMENTARY,California,22,21,,28.82,30.14,,62523003773
8138,ROBERT RANDALL ELEMENTARY,California,17,19,,25.76,24.47,,62450003671
8139,ROBERT SANDERS ELEMENTARY,California,19.25,19.75,,23.27,24.91,,62640003990
8140,ROBERT SEMPLE ELEMENTARY,California,17.5,17,,26.57,25.65,,60462000427
8141,ROBERTS FERRY CHARTER SCHOOL ACADEMY,California,1.4,1.4,,20,24.29,,63321012712
8142,ROBERTS FERRY COMMUNITY DAY,California,1,1,,5,9,,63321007458
8143,ROBERTS FERRY UNION ELEMENTARY,California,3.3,3.3,,25.76,24.55,,63321005164
8144,ROBERTSON HIGH (CONTINUATION),California,17.14,20.63,,11.44,12.85,,61440001686
8145,ROBERTSON ROAD ELEMENTARY,California,16.55,21,,25.44,21,,62513003747
8146,ROBINSON ACADEMY,California,34.16,33.9,,29.01,28.35,,62250003226
8147,ROBINSON ELEMENTARY,California,18,17,,23.67,25.24,,61455001760
8148,ROBINSON ELEMENTARY,California,25.1,24.6,,26.45,29.15,,63386003453
8149,ROBLA ELEMENTARY,California,20,21,,25.05,22.76,,63324005166
8150,ROBLA PRESCHOOL,California,,,,,,,63324013464
8151,ROCHE ELEMENTARY,California,13,15,,29,24.13,,60006404874
8152,ROCK CREEK ELEMENTARY,California,25,24,,23.2,25.13,,60001310575
8153,ROCK CREEK ELEMENTARY,California,14.5,16.05,,20.97,19.44,,60348000267
8154,ROCK SPRINGS ELEMENTARY,California,26.6,27,,23.65,24.93,,61288003933
8155,ROCKDALE ELEMENTARY,California,13,11,,21.38,24.55,,62271003312
8156,ROCKETSHIP ACADEMY BRILLIANT MINDS,California,6,,,30,,,69103513073
8157,ROCKETSHIP ALMA ACADEMY,California,12,,,40.83,,,69103513048
8158,ROCKETSHIP DISCOVERY PREP,California,16,12,,39.88,35.67,,69103512668
8159,ROCKETSHIP EIGHT ELEMENTARY,California,,,,,,,69103513200
8160,ROCKETSHIP LOS SUENOS ACADEMY,California,15,15,,41.73,33.8,,69103512478
8161,ROCKETSHIP MATEO SHEEDY ELEMENTARY,California,16,16,,36.81,32.13,,69103511864
8162,ROCKETSHIP MOSAIC ELEMENTARY,California,16,12,,39.69,35.33,,61437012645
8163,ROCKETSHIP SI SE PUEDE ACADEMY,California,16.2,16,,40.62,34.88,,69103512225
8164,ROCKETSHIP SPARK ACADEMY,California,,,,,,,61437013582
8165,ROCKEY GLENN CAMP,California,7,7,,7.29,7.14,,69107812637
8166,ROCKFORD ELEMENTARY,California,16.6,16.6,,24.46,20.3,,63327005168
8167,ROCKLIN ACADEMY,California,14.1,14.53,,26.38,25.6,,60001308762
8168,ROCKLIN ACADEMY AT MEYERS STREET,California,7.4,7.33,,25.14,25.38,,60001312012
8169,ROCKLIN ACADEMY GATEWAY,California,,,,,,,62712013641
8170,ROCKLIN ALTERNATIVE EDUCATION CENTER,California,6.05,8,,11.57,8,,60001306197
8171,ROCKLIN ELEMENTARY,California,19.99,19.04,,27.56,27.89,,60001309070
8172,ROCKLIN HIGH,California,77.04,75.04,,24.36,24.56,,60001302405
8173,ROCKWOOD ELEMENTARY,California,22,26.7,,27.45,20.67,,60690000640
8174,ROCKY HILL ELEMENTARY,California,,,,,,,61320001502
8175,ROCKY POINT CHARTER,California,7,7,,22.14,21.86,,61495011927
8176,ROCKY RIDGE HIGH,California,,,,,,,69101510512
8177,ROD KELLEY ELEMENTARY,California,26,29,,29.73,26.17,,61518009140
8178,RODEO HILLS ELEMENTARY,California,29,31,,24.03,23.58,,61899002301
8179,RODRIGUEZ ELEMENTARY,California,34,34,,17.71,17.32,,63432011973
8180,ROEDING ELEMENTARY,California,27,25,,26.48,27.92,,61455001761
8181,ROGER ANTON ELEMENTARY,California,23,24,,28.3,27.42,,63417011107
8182,ROGER S. ORAZE ELEMENTARY,California,23,20,,28.13,26.2,,60903012798
8183,ROGERS (GREG) ELEMENTARY,California,31,29.5,,15.55,16.81,,60861000874
8184,ROGERS MIDDLE,California,29.52,29.77,,29.98,30.4,,62250002755
8185,ROHR (FRED H.) ELEMENTARY,California,19,19,,18.37,19.63,,60861000875
8186,ROLANDO ELEMENTARY,California,20.2,21.25,,30.59,30.49,,62025002443
8187,ROLANDO PARK ELEMENTARY,California,14.4,14.4,,15.63,16.53,,63432005540
8188,ROLLING HILLS ELEMENTARY,California,14,14,,28.21,27,,63153004894
8189,ROLLING HILLS ELEMENTARY,California,23,23,,31.04,31.17,,61336011995
8190,ROLLING HILLS ELEMENTARY,California,26.65,25.5,,27.2,27.29,,61473001804
8191,ROLLING HILLS MIDDLE,California,40.2,40.1,,25.02,23.82,,60627002958
8192,ROLLING HILLS MIDDLE,California,27,29,,21.63,19.66,,62949004550
8193,ROLLING HILLS MIDDLE,California,43.17,40.81,,22.59,21.86,,60720000674
8194,ROLLING RIDGE ELEMENTARY,California,19.35,20.55,,27.7,26.42,,60846009527
8195,ROLLINGWOOD ELEMENTARY,California,8,11,,27,22.64,,63423005399
8196,ROMERO ELEMENTARY,California,11,13,,25.36,21.08,,61632309552
8197,ROMOLAND ELEMENTARY,California,22,22,,22.59,20.45,,63339005173
8198,RON HOCKWALT ACADEMIES (CONTINUATION),California,2,3.4,,2.5,14.41,,64128006837
8199,RON NUNN ELEMENTARY,California,26.3,24.5,,23.73,25.76,,60591010194
8200,RONALD E. MCNAIR ELEMENTARY,California,20,18,,28.65,29.61,,60962000979
8201,RONALD E. MCNAIR HIGH,California,76.35,78,,23.18,23.64,,62223011418
8202,RONALD MCNAIR ACADEMY,California,14,14,,21.43,22.43,,63186004914
8203,RONALD REAGAN ACADEMY,California,7.84,7.37,,24.23,25.24,,60006511370
8204,RONALD REAGAN ELEMENTARY,California,32.2,33.2,,27.24,26.2,,61111011713
8205,RONALD REAGAN ELEMENTARY,California,20,21,,24.25,22.38,,60852011852
8206,RONALD REAGAN ELEMENTARY,California,34.55,29.04,,27.73,30.68,,60639007503
8207,RONALD REAGAN ELEMENTARY,California,30,31,,24,24.29,,60002711037
8208,RONALD W. REAGAN ELEMENTARY,California,24.5,24,,28.37,29.96,,61980011915
8209,RONALD W. REAGAN ELEMENTARY,California,17,17.6,,24.59,22.27,,63525011999
8210,ROOFTOP ELEMENTARY,California,28.2,29.25,,20.82,20.21,,63441005661
8211,ROOSEVELT,California,17.5,17.1,,14.8,17.54,,62994007816
8212,ROOSEVELT (THEODORE) ELEMENTARY,California,24.4,24,,24.88,25.83,,60261000165
8213,ROOSEVELT ELEMENTARY,California,29.5,30.5,,25.32,24.79,,63132004859
8214,ROOSEVELT ELEMENTARY,California,14,14.4,,29.07,26.88,,63442500575
8215,ROOSEVELT ELEMENTARY,California,33.4,33,,23.92,24.06,,63570006101
8216,ROOSEVELT ELEMENTARY,California,23,18,,25.91,29.39,,62316003538
8217,ROOSEVELT ELEMENTARY,California,21.2,18.68,,20.38,21.47,,60363000317
8218,ROOSEVELT ELEMENTARY,California,16.63,17.13,,25.62,25.04,,63870006508
8219,ROOSEVELT ELEMENTARY,California,28,28,,25.36,29.86,,60962000993
8220,ROOSEVELT ELEMENTARY,California,35,37,,29.31,29.65,,62250002756
8221,ROOSEVELT ELEMENTARY,California,21.5,21.5,,25.12,23.72,,60797007673
8222,ROOSEVELT ELEMENTARY,California,10,11,,23.2,21.09,,61980002381
8223,ROOSEVELT ELEMENTARY,California,22,24,,24.05,21.54,,61647002083
8224,ROOSEVELT ELEMENTARY,California,27.8,20,,19.89,24.25,,63213004972
8225,ROOSEVELT ELEMENTARY,California,16.7,18.6,,20.78,18.55,,60648007418
8226,ROOSEVELT ELEMENTARY,California,,,,,,,63536006028
8227,ROOSEVELT ELEMENTARY,California,27,27,,24.96,24.11,,60006509359
8228,ROOSEVELT ELEMENTARY,California,15.42,22.83,,33.01,19.49,,63801006431
8229,ROOSEVELT ELEMENTARY,California,30.5,29.5,,20.98,21.02,,63987006617
8230,ROOSEVELT ELEMENTARY,California,21.37,23.47,,24.01,23.48,,63468005841
8231,ROOSEVELT ELEMENTARY,California,22,23,,28.5,27.87,,63393005328
8232,ROOSEVELT ELEMENTARY,California,26,26,,28.04,27.38,,63417005383
8233,ROOSEVELT ELEMENTARY,California,18.5,20,,27.73,23.85,,62187012765
8234,ROOSEVELT ELEMENTARY,California,23,22,,25.3,25.55,,60141406028
8235,ROOSEVELT HIGH,California,93.81,105.35,,22.51,20.73,,61455001762
8236,ROOSEVELT INTERNATIONAL MIDDLE,California,53.21,51.21,,17.5,16.93,,63432005541
8237,ROOSEVELT JUNIOR HIGH,California,32.8,32.91,,24.3,24.52,,62513003748
8238,ROOSEVELT MIDDLE,California,41.51,41,,25.3,26.24,,60962000994
8239,ROOSEVELT MIDDLE,California,29.01,31.02,,21.72,22.34,,62805004312
8240,ROOSEVELT MIDDLE,California,44.84,46.67,,24.58,23.7,,64119009459
8241,ROOSEVELT MIDDLE,California,29.6,29.95,,23.99,23.74,,63441005662
8242,ROOTS INTERNATIONAL ACADEMY,California,15.1,16.51,,23.18,22.11,,62805011907
8243,ROP CENTER,California,,,,,,,62271012158
8244,RORIMER ELEMENTARY,California,26,27,,22.85,23.74,,63375005210
8245,ROSA PARKS ELEMENTARY,California,21,22,,30.05,29.05,,62316008031
8246,ROSA PARKS ELEMENTARY,California,49,50,,29.2,27.66,,60985011994
8247,ROSA PARKS ELEMENTARY,California,51.8,52.8,,17.93,16.7,,63432007328
8248,ROSA PARKS ELEMENTARY,California,18.1,15.18,,25.97,30.63,,63384005231
8249,ROSA PARKS ENVIRONMENTAL SCIENCE MAGNET,California,21.8,19.76,,20.78,22.27,,60474006865
8250,ROSA PARKS LEARNING CENTER,California,28,30,,25.93,23.97,,62271011623
8251,ROSAMOND ELEMENTARY,California,27.98,28,,26.48,26.61,,63762006373
8252,ROSAMOND HIGH,California,34.09,34.15,,22.15,22.61,,63762006374
8253,ROSCOE ELEMENTARY,California,31.5,30,,23.97,24.07,,62271003316
8254,ROSCOMARE ROAD ELEMENTARY,California,20,19,,23.85,24.53,,62271003317
8255,ROSE AVENUE ELEMENTARY,California,24,23,,23.42,23.13,,62513003749
8256,ROSE AVENUE ELEMENTARY,California,28,27,,27.75,29.48,,62922004513
8257,ROSE CITY HIGH (CONTINUATION),California,13.5,23.5,,16.59,12.72,,62994004669
8258,ROSE DRIVE ELEMENTARY,California,17,15.5,,26.06,27.87,,63066009614
8259,ROSE ELEMENTARY,California,23,23,,26.74,25.35,,61288001464
8260,ROSE FERRERO ELEMENTARY,California,21,23,,24.29,22.13,,63705008746
8261,ROSEBANK ELEMENTARY,California,29,29.5,,22.69,22.34,,60861000876
8262,ROSECRANS ELEMENTARY,California,20.5,19,,24.73,30,,60962000995
8263,ROSEDALE ELEMENTARY,California,24.49,23.45,,22.91,24.14,,60837000828
8264,ROSEDALE MIDDLE,California,25.67,25.5,,27.81,27.53,,63348005174
8265,ROSEDALE-NORTH ELEMENTARY,California,24,25,,20.54,20.96,,63348005175
8266,ROSEDELL ELEMENTARY,California,29.5,34.5,,27.83,24.93,,63597006158
8267,ROSELAND CHARTER,California,39.52,33.64,,22.01,22.21,,63351011178
8268,ROSELAND CREEK ELEMENTARY,California,16,,,23.13,,,63351013038
8269,ROSELAND ELEMENTARY,California,26.7,34.15,,24.27,22.96,,63351005176
8270,ROSELAWN HIGH,California,10.54,10.34,,19.26,18.96,,60015811504
8271,ROSEMARY ELEMENTARY,California,21.9,22.2,,23.33,23.24,,60720000675
8272,ROSEMARY KENNEDY ELEMENTARY,California,20,21.2,,28.55,27.78,,60243008260
8273,ROSEMEAD HIGH,California,85.02,85.48,,22.08,23.33,,61212001366
8274,ROSEMONT AVENUE ELEMENTARY,California,24,25.5,,22.33,22.63,,62271003318
8275,ROSEMONT HIGH,California,56.99,45.21,,25.29,31.96,,63384011191
8276,ROSEMONT MIDDLE,California,47.4,50,,26.18,26.56,,61524001944
8277,ROSEVILLE HIGH,California,82.14,81.93,,24.21,24.33,,63363005191
8278,ROSEWOOD AVENUE ELEMENTARY,California,13,15.01,,23.46,25.38,,62271003319
8279,ROSEWOOD PARK,California,37.76,39.67,,26.99,25.56,,62547003807
8280,ROSIE THE RIVETER CHARTER HIGH,California,,3.92,,,8.16,,62250012163
8281,ROSITA ELEMENTARY,California,23,25,,27.52,25.4,,61488001876
8282,ROSS (BETSY) ELEMENTARY,California,42.18,45.46,,25.3,24.26,,60261000166
8283,ROSS (FAYE) MIDDLE,California,28,27.4,,24.14,24.2,,60162000012
8284,ROSS ELEMENTARY,California,23.86,23,,14.67,15.04,,63366005192
8285,ROSS ELEMENTARY,California,19,19,,17.32,18.37,,63432005542
8286,ROSSMOOR ELEMENTARY,California,27.6,26,,25,24.54,,62259007307
