School Name,State Name [Public School] Latest available year,State Abbr [Public School] Latest available year,School Name [Public School] 2014-15,School ID - NCES Assigned [Public School] Latest available year
PUC COMMUNITY CHARTER EARLY COLLEGE HIGH,California,CA ,PUC Community Charter Early College High,62271010892
PUC COMMUNITY CHARTER ELEMENTARY,CALIFORNIA,CA ,PUC Community Charter Elementary,62271013768
PUC COMMUNITY CHARTER MIDDLE,California,CA ,PUC Comm Chtr Mid and PUC Comm Chtr Early College High,62271008027
PUC EARLY COLLEGE ACADEMY FOR LEADERS AND SCHOLARS,California,CA ,PUC Early College Academy for Leaders and Scholars (ECALS),62271012869
PUC EXCEL CHARTER ACADEMY,California,CA ,PUC Excel Charter Academy,62271011657
PUC INSPIRE CHARTER ACADEMY,CALIFORNIA,CA ,PUC Inspire Charter Academy,62271013750
PUC LAKEVIEW CHARTER ACADEMY,California,CA ,PUC Lakeview Charter Academy,62271010837
PUC LAKEVIEW CHARTER HIGH,California,CA ,PUC Lakeview Charter High,62271012816
PUC MILAGRO CHARTER,California,CA ,PUC Milagro Charter,62271010835
PUC NUEVA ESPERANZA CHARTER ACADEMY,California,CA ,PUC Nueva Esperanza Charter Academy,62271012476
PUC SANTA ROSA CHARTER ACADEMY,California,CA ,PUC Santa Rosa Charter Academy,62271012537
PUC TRIUMPH ACADEMY,California,CA ,PUC Triumph Academy,62271011656
PUC TRIUMPH CHARTER HIGH,California,CA ,PUC Triumph Charter High,62271012812
PUEBLO,California,CA ,Pueblo,63132005910
PUEBLO DE LOS ANGELES CONTINUATION,California,CA ,Pueblo de Los Angeles Continuation,62271003292
PUEBLO VISTA ELEMENTARY,California,CA ,Pueblo Vista Elementary,62664004027
PUENTE CHARTER,California,CA ,Puente Charter,62271010525
PUENTE HILLS HIGH,California,CA ,Puente Hills High,61632509143
PUESTA DEL SOL ELEMENTARY,California,CA ,Puesta del Sol Elementary,64104010133
PULLIAM ELEMENTARY,California,CA ,Pulliam Elementary,63801006429
PURCHE AVENUE ELEMENTARY,California,CA ,Purche Avenue Elementary,62271003293
PYLE ELEMENTARY,California,CA ,Pyle Elementary,61455001759
QUAIL GLEN ELEMENTARY,California,CA ,Quail Glen Elementary,61149003503
QUAIL LAKE ENVIRONMENTAL CHARTER,California,CA ,Quail Lake Environmental Charter,63525008474
QUAIL RUN ELEMENTARY,California,CA ,Quail Run Elementary,63513010760
QUAIL SUMMIT ELEMENTARY,California,CA ,Quail Summit Elementary,64128009205
QUAIL VALLEY ELEMENTARY,California,CA ,Quail Valley Elementary,62958007528
QUAIL VALLEY ELEMENTARY,California,CA ,Quail Valley Elementary,62454012252
QUAIL VALLEY MIDDLE,California,CA ,Quail Valley Middle,63697005084
QUAILWOOD ELEMENTARY,California,CA ,Quailwood Elementary,61470007722
QUANTUM ACADEMY,CALIFORNIA,CA ,Quantum Academy,61288013863
QUARTZ HILL ELEMENTARY,California,CA ,Quartz Hill Elementary,64212006892
QUARTZ HILL HIGH,California,CA ,Quartz Hill High,60282000206
QUEEN ANNE PLACE ELEMENTARY,California,CA ,Queen Anne Place Elementary,62271003294
QUEST ACADEMY,California,CA ,Quest Academy,62025012168
QUEST ACADEMY COMMUNITY DAY,California,CA ,Quest Academy Community Day,62532012488
QUIMBY OAK MIDDLE,California,CA ,Quimby Oak Middle,61314001499
QUINCY ELEMENTARY,California,CA ,Quincy Elementary,63117004826
QUINCY JONES ELEMENTARY,California,CA ,Quincy Jones Elementary,62271012667
QUINCY JUNIOR/SENIOR HIGH,California,CA ,Quincy Junior/Senior High,63117004827
R. D. WHITE ELEMENTARY,California,CA ,R. D. White Elementary,61524001949
R. F. HAZARD ELEMENTARY,California,CA ,R. F. Hazard Elementary,61488001848
R. I. MEYERHOLZ ELEMENTARY,California,CA ,R. I. Meyerholz Elementary,61029001141
R. J. NEUTRA,California,CA ,R. J. Neutra,60798000767
R. K. LLOYDE HIGH,California,CA ,R. K. Lloyde High,60792000760
R. L. STEVENSON ELEMENTARY,California,CA ,R. L. Stevenson Elementary,60645000579
R. M. MIANO ELEMENTARY,California,CA ,R. M. Miano Elementary,62274003483
R. O. HARDIN ELEMENTARY,California,CA ,R. O. Hardin Elementary,61734002180
R. PAUL KREY ELEMENTARY,California,CA ,R. Paul Krey Elementary,60591010474
R. REX PARRIS HIGH,California,CA ,R. Rex Parris High,60282010514
R. ROGER ROWE ELEMENTARY,California,CA ,R. Roger Rowe Elementary,63174004910
R. ROGER ROWE MIDDLE,California,CA ,R. Roger Rowe Middle,63174004911
R.A.A.M.P. CHARTER ACADEMY,California,CA ,R.A.A.M.P. Charter Academy,60285012407
RACHEL CARSON ELEMENTARY,California,CA ,Rachel Carson Elementary,63459005706
RADCLIFF ELEMENTARY,California,CA ,Radcliff Elementary,62949011460
RAFER JOHNSON,California,CA ,Rafer Johnson,60363013672
RAFER JOHNSON CHILDRENS CENTER,California,CA ,Rafer Johnson Childrens Center,60363000316
RAFER JOHNSON JUNIOR HIGH,California,CA ,Rafer Johnson Junior High,61980009558
RAFFAELLO PALLA ELEMENTARY,California,CA ,Raffaello Palla Elementary,61605002035
RAI ONLINE CHARTER,California,CA ,RAI Online Charter,64071011398
RAIL RANCH ELEMENTARY,California,CA ,Rail Ranch Elementary,60002909511
RAIL ROAD FLAT ELEMENTARY,California,CA ,Rail Road Flat Elementary,60687000629
RAILROAD CANYON ELEMENTARY,California,CA ,Railroad Canyon Elementary,60002709497
RAILWAY ELEMENTARY,California,CA ,Railway Elementary,63018011717
RAINBOW RIDGE ELEMENTARY,California,CA ,Rainbow Ridge Elementary,69113510287
RAINBOW SPRINGS,California,CA ,Rainbow Springs,62580012835
RAINCROSS HIGH (CONTINUATION),California,CA ,Raincross High (Continuation),63315003613
RAISIN CITY ELEMENTARY,California,CA ,Raisin City Elementary,63168004904
RALPH A. GATES ELEMENTARY,California,CA ,Ralph A. Gates Elementary,63386005298
RALPH BUNCHE ELEMENTARY,California,CA ,Ralph Bunche Elementary,60962000970
RALPH DUNLAP ELEMENTARY,California,CA ,Ralph Dunlap Elementary,62871004461
RALPH E. HAWES ELEMENTARY,California,CA ,Ralph E. Hawes Elementary,61803002218
RALPH EMERSON ELEMENTARY,California,CA ,Ralph Emerson Elementary,60645000567
RALPH J. BUNCHE HIGH,California,CA ,Ralph J. Bunche High,62805012325
RALPH RICHARDSON CENTER,California,CA ,Ralph Richardson Center,63462005821
RALPH WALDO EMERSON JUNIOR HIGH,California,CA ,Ralph Waldo Emerson Junior High,61062001177
RALPH WALDO EMERSON MIDDLE,California,CA ,Emerson Community Charter,62271002987
RALSTON INTERMEDIATE,California,CA ,Ralston Intermediate,60453000419
RAMBLEWOOD ELEMENTARY,California,CA ,Ramblewood Elementary,61437011452
RAMON ALTERNATIVE CENTER,California,CA ,Ramon Alternative Center,62955008562
RAMON C. CORTINES SCHOOL OF VISUAL AND PERFORMING,California,CA ,Ramon C. Cortines School of Visual and Performing Arts,62271012439
RAMON GARZA ELEMENTARY,California,CA ,Ramon Garza Elementary,60363009712
RAMON S. TAFOYA ELEMENTARY,California,CA ,Ramon S. Tafoya Elementary,64308008435
RAMONA,California,CA ,Ramona,61668002096
RAMONA COMMUNITY,California,CA ,Mountain Valley Academy,63171008945
RAMONA COMMUNITY MONTESSORI,CALIFORNIA,CA ,Ramona Community Montessori,63171013846
RAMONA ELEMENTARY,California,CA ,Ramona Elementary,63171004907
RAMONA ELEMENTARY,California,CA ,Ramona Elementary,62847004410
RAMONA ELEMENTARY,California,CA ,Ramona Elementary,60444000404
RAMONA ELEMENTARY,California,CA ,Ramona Elementary,60015310943
RAMONA ELEMENTARY,California,CA ,Ramona Elementary,61692002157
RAMONA ELEMENTARY,California,CA ,Ramona Elementary,62580011027
RAMONA ELEMENTARY,California,CA ,Ramona Elementary,62922008665
RAMONA ELEMENTARY,California,CA ,Ramona Elementary,62271003295
RAMONA HEAD START/STATE PRESCHOOL,California,CA ,Ramona Head Start/State Preschool,62769013602
RAMONA HIGH,California,CA ,Ramona High,63315005157
RAMONA HIGH,California,CA ,Ramona High,63171004908
RAMONA JUNIOR HIGH,California,CA ,Ramona Junior High,60846000846
RAMONA MIDDLE,California,CA ,Ramona Middle,60561000513
RAMONA OPPORTUNITY HIGH,California,CA ,Ramona Opportunity High,62271003296
RAMONA-ALESSANDRO ELEMENTARY,California,CA ,Ramona-Alessandro Elementary,63417005379
RANCH HILLS ELEMENTARY,California,CA ,Ranch Hills Elementary,63132010001
RANCH VIEW ELEMENTARY,California,CA ,Ranch View Elementary,62622010302
RANCHERIA CONTINUATION,California,CA ,Rancheria Continuation,60273000200
RANCHERO MIDDLE,California,CA ,Ranchero Middle,60001409676
RANCHITO AVENUE ELEMENTARY,California,CA ,Ranchito Avenue Elementary,62271003297
RANCHO ALAMITOS HIGH,California,CA ,Rancho Alamitos High,61488001874
RANCHO BERNARDO HIGH,California,CA ,Rancho Bernardo High,63153010004
RANCHO BUENA VISTA HIGH,California,CA ,Rancho Buena Vista High,64119009203
RANCHO CAMPANA HIGH,CALIFORNIA,CA ,Rancho Campana High,62927013876
RANCHO CANADA ELEMENTARY,California,CA ,Rancho Canada Elementary,63386005311
RANCHO CORDOVA ELEMENTARY,California,CA ,Rancho Cordova Elementary,61389001578
RANCHO COTATE HIGH,California,CA ,Rancho Cotate High,60994001081
RANCHO CUCAMONGA HIGH,California,CA ,Rancho Cucamonga High,60816001122
RANCHO CUCAMONGA MIDDLE,California,CA ,Rancho Cucamonga Middle,61630001112
RANCHO DE LA NACION,California,CA ,Rancho de la Nacion,62667009590
RANCHO DEL MAR HIGH (CONTINUATION),California,CA ,Rancho del Mar High (Continuation),62970008173
RANCHO DEL REY MIDDLE,California,CA ,Rancho del Rey Middle,63864007348
RANCHO DOMINGUEZ PREPARATORY,California,CA ,Rancho Dominguez Preparatory,62271012898
RANCHO ELEMENTARY,California,CA ,Rancho Elementary,62025002442
RANCHO ELEMENTARY,California,CA ,Rancho Elementary,62772004194
RANCHO ELEMENTARY,California,CA ,Rancho Elementary,60002809503
RANCHO LAS POSITAS ELEMENTARY,California,CA ,Rancho Las Positas Elementary,62211002632
RANCHO LEARNING CENTER (ALTERNATIVE),California,CA ,Rancho Learning Center (Alternative),60297009302
RANCHO MEDANOS JUNIOR HIGH,California,CA ,Rancho Medanos Junior High,63060004743
RANCHO MILPITAS MIDDLE,California,CA ,Rancho Milpitas Middle,62450003670
RANCHO MINERVA MIDDLE,California,CA ,Rancho Minerva Middle,64119006819
RANCHO MIRAGE ELEMENTARY,California,CA ,Rancho Mirage Elementary,62955004570
RANCHO MIRAGE HIGH,California,CA ,Rancho Mirage High,62955013149
RANCHO PICO JUNIOR HIGH,California,CA ,Rancho Pico Junior High,64251010913
RANCHO ROMERO ELEMENTARY,California,CA ,Rancho Romero Elementary,63513005956
RANCHO ROSAL ELEMENTARY,California,CA ,Rancho Rosal Elementary,63099011831
RANCHO SAN DIEGO ELEMENTARY,California,CA ,Rancho San Diego Elementary,60681008802
RANCHO SAN JOAQUIN MIDDLE,California,CA ,Rancho San Joaquin Middle,68450007062
RANCHO SAN JUSTO,California,CA ,Rancho San Justo,61734002181
RANCHO SANTA GERTRUDES ELEMENTARY,California,CA ,Rancho Santa Gertrudes Elementary,62289003502
RANCHO SANTA MARGARITA INTERMEDIATE,California,CA ,Rancho Santa Margarita Intermediate,63386002404
RANCHO TEHAMA ELEMENTARY,California,CA ,Rancho Tehama Elementary,60978004178
RANCHO VERDE ELEMENTARY,California,CA ,Rancho Verde Elementary,60001709101
RANCHO VERDE HIGH,California,CA ,Rancho Verde High,69113510283
RANCHO VIEJO MIDDLE,California,CA ,Rancho Viejo Middle,61692012275
RANCHO VISTA ELEMENTARY,California,CA ,Rancho Vista Elementary,64212009655
RANCHO VISTA ELEMENTARY,California,CA ,Rancho Vista Elementary,62970004619
RANCHO VISTA HIGH,California,CA ,Rancho Vista High,60002809500
RANCHO-STARBUCK INTERMEDIATE,California,CA ,Rancho-Starbuck Intermediate,62301003512
RANCHOS MIDDLE,California,CA ,Ranchos Middle,60006810543
RAND ELEMENTARY,California,CA ,Rand Elementary,63680006240
RANDALL PEPPER ELEMENTARY,California,CA ,Randall Pepper Elementary,61392001600
RARE EARTH HIGH (CONTINUATION),California,CA ,Rare Earth High (Continuation),63762006372
RAY WILTSEY MIDDLE,California,CA ,Ray Wiltsey Middle,62847004400
RAYMOND A. VILLA FUNDAMENTAL INTERMEDIATE,California,CA ,Raymond A. Villa Fundamental Intermediate,63531007596
RAYMOND AVENUE ELEMENTARY,California,CA ,Raymond Avenue Elementary,62271003298
RAYMOND CASE ELEMENTARY,California,CA ,Raymond Case Elementary,61233008572
RAYMOND CREE MIDDLE,California,CA ,Raymond Cree Middle,62955004564
RAYMOND ELEMENTARY,California,CA ,Raymond Elementary,61473001802
RAYMOND GRANITE HIGH,California,CA ,Raymond Granite High,60016009210
RAYMOND J. FISHER MIDDLE,California,CA ,Raymond J. Fisher Middle,62283003495
RAYMOND TEMPLE ELEMENTARY,California,CA ,Raymond Temple Elementary,60807000781
RAYMOND-KNOWLES COMMUNITY DAY,California,CA ,Raymond-Knowles Community Day,63192010540
RAYMOND-KNOWLES ELEMENTARY,California,CA ,Raymond-Knowles Elementary,63192004918
REACH,California,CA ,REACH,63618012469
REACH ACADEMY,California,CA ,Reach Academy,62805011556
REACH ACADEMY,California,CA ,REACH Academy,61623013677
REACH LEADERSHIP ACADEMY,California,CA ,REACH Leadership Academy,63315013116
READY SPRINGS ELEMENTARY,CALIFORNIA,CA ,Ready Springs Elementary,60142704919
READY SPRINGS SPECIAL EDUCATION PRESCHOOL,CALIFORNIA,CA ,Ready Springs Special Education Preschool,60142713364
REAGAN ELEMENTARY,California,CA ,Reagan Elementary,62187012687
REAGAN ELEMENTARY,California,CA ,Reagan Elementary,60903011587
REALM CHARTER HIGH,California,CA ,REALM Charter High,60474012715
REALM CHARTER MIDDLE,California,CA ,REALM Charter Middle,60474012792
REBOUND,California,CA ,Rebound,63201007465
RECHE CANYON ELEMENTARY,California,CA ,Reche Canyon Elementary,60939009352
RED BANK ELEMENTARY,California,CA ,Red Bank Elementary,60903009762
RED BLUFF COMMUNITY DAY,California,CA ,Red Bluff Community Day,63198007464
RED BLUFF COMMUNITY DAY K-5,California,CA ,Red Bluff Community Day K-5,63198012681
RED BLUFF HIGH,California,CA ,Red Bluff High,63201004923
RED BLUFF INDEPENDENT STUDY HIGH,California,CA ,Red Bluff Independent Study High,63201008659
RED HAWK ELEMENTARY,California,CA ,Red Hawk Elementary,60002810282
RED HILL ELEMENTARY,California,CA ,Red Hill Elementary,64015008756
RED OAK ELEMENTARY,California,CA ,Red Oak Elementary,62785002854
REDDING (RAY) HIGH (CONTINUATION),California,CA ,Redding (Ray) High (Continuation),61911010309
REDDING COLLEGIATE ACADEMY,CALIFORNIA,CA ,Redding Collegiate Academy,61281013929
REDDING COMMUNITY DAY,California,CA ,Redding Community Day,63204008385
REDDING ELEMENTARY,California,CA ,Redding Elementary,63441005659
REDDING SCHOOL OF THE ARTS II,California,CA ,Redding School of the Arts II,61495012118
REDLANDS EACADEMY,California,CA ,Redlands eAcademy,63207013458
REDLANDS EAST VALLEY HIGH,California,CA ,Redlands East Valley High,63207007268
REDLANDS SENIOR HIGH,California,CA ,Redlands Senior High,63207004946
REDONDO BEACH LEARNING ACADEMY,California,CA ,Redondo Beach Learning Academy,60003212165
REDONDO SHORES HIGH (CONTINUATION),California,CA ,Redondo Shores High (Continuation),60003202227
REDONDO UNION HIGH,California,CA ,Redondo Union High,60003206330
REDWAY ELEMENTARY,California,CA ,Redway Elementary,63759006368
REDWOOD ACADEMY OF UKIAH,California,CA ,Redwood Academy of Ukiah,64030008520
REDWOOD COAST MONTESSORI,California,CA ,Redwood Coast Montessori,60300013192
REDWOOD CONSORTIUM FOR STUDENT SERVICES,California,CA ,Redwood Consortium for Student Services,63264012471
REDWOOD CONTINUATION HIGH,California,CA ,Redwood Continuation High,60780000744
REDWOOD ELEMENTARY,California,CA ,Redwood Elementary,61392001601
REDWOOD ELEMENTARY,California,CA ,Redwood Elementary,61407001614
REDWOOD ELEMENTARY,California,CA ,Redwood Elementary,61077001198
REDWOOD ELEMENTARY,California,CA ,Redwood Elementary,62145009564
REDWOOD HEIGHTS ELEMENTARY,California,CA ,Redwood Heights Elementary,62805004310
REDWOOD HIGH,California,CA ,Redwood High,63879006523
REDWOOD HIGH,California,CA ,Redwood High,64116006803
REDWOOD HIGH,California,CA ,Redwood High,63639006196
REDWOOD MIDDLE,California,CA ,Redwood Middle,63591006150
REDWOOD MIDDLE,California,CA ,Redwood Middle,60964001022
REDWOOD MIDDLE,California,CA ,Redwood Middle,62664004028
REDWOOD PREPARATORY CHARTER,California,CA ,Redwood Preparatory Charter,60142012857
REDWOOD SHORES ELEMENTARY,California,CA ,Redwood Shores Elementary,60453012574
REED ELEMENTARY,California,CA ,Reed Elementary,63459005734
REED ELEMENTARY,California,CA ,Reed Elementary,63216004976
REEDLEY HIGH,California,CA ,Reedley High,61970002374
REEDLEY MIDDLE COLLEGE HIGH,California,CA ,Reedley Middle College High,61970013141
REEDS CREEK ELEMENTARY,California,CA ,Reeds Creek Elementary,63225004979
REEF SUNSET MIDDLE,California,CA ,Reef Sunset Middle,63227010227
REEF-SUNSET PRIMARY COMMUNITY DAY,California,CA ,Reef-Sunset Primary Community Day,63227008000
REEF-SUNSET SECONDARY COMMUNITY DAY,California,CA ,Reef-Sunset Secondary Community Day,63227007999
REEMS (ERNESTINE C.) ACADEMY OF TECHNOLOGY AND ART,California,CA ,Reems (Ernestine C.) Academy of Technology and Art,62805007941
REFUGIO HIGH,California,CA ,Refugio High,63585007361
REGENCY PARK ELEMENTARY,California,CA ,Regency Park Elementary,60133211730
REGINALD M. BENTON MIDDLE,California,CA ,Reginald M. Benton Middle,62769002165
REID HIGH,California,CA ,Reid High,62250002753
REIDY CREEK ELEMENTARY,California,CA ,Reidy Creek Elementary,61288011130
RENAISSANCE,California,CA ,Renaissance,60582007095
RENAISSANCE ACADEMY,California,CA ,Renaissance Academy,60231011446
RENAISSANCE ARTS ACADEMY,California,CA ,Renaissance Arts Academy,62271011314
RENAISSANCE ARTS ACADEMY K-12,CALIFORNIA,CA ,Renaissance Arts Academy K-12,62271013870
RENAISSANCE AT MATHSON,California,CA ,Renaissance at Mathson,60231013126
RENAISSANCE COMMUNITY DAY,California,CA ,Renaissance County Community,69107808010
RENAISSANCE COURT,California,CA ,Renaissance Court,69101407934
RENAISSANCE HIGH,California,CA ,Renaissance High,60142106113
RENAISSANCE HIGH CONTINUATION,California,CA ,Renaissance High Continuation,62949004548
RENAISSANCE HIGH SCHOOL FOR THE ARTS,California,CA ,Renaissance High School for the Arts,62250008720
RENDER CONTINUATION HIGH,California,CA ,Render Continuation High,60001109064
RENEW VIRTUAL ACADEMY K12 #1,CALIFORNIA,CA ,Renew Virtual Academy K12 #1,62703013784
RENU HOPE PRESCHOOL,California,CA ,Renu Hope Preschool,60384013269
REPETTO ELEMENTARY,California,CA ,Repetto Elementary,60015310944
RESCUE ELEMENTARY,California,CA ,Rescue Elementary,63231004984
RESEDA ELEMENTARY,California,CA ,Reseda Elementary,62271003300
RESEDA SENIOR HIGH,California,CA ,Reseda Senior High,62271003301
RESNIK CAMP,California,CA ,Resnik Camp,69107812714
RESOLUTE ACADEMY CHARTER,CALIFORNIA,CA ,Resolute Academy Charter,62271013901
REVERE (PAUL) ELEMENTARY,California,CA ,Revere (Paul) Elementary,63441005654
REVERE (PAUL) ELEMENTARY,California,CA ,Revere (Paul) Elementary,60261000164
REYBURN INTERMEDIATE,California,CA ,Reyburn Intermediate,60903007961
REYMOUTH SPECIAL EDUCATION CENTER,California,CA ,Reymouth Special Education Center,61389008576
REYNOLDS ELEMENTARY,California,CA ,Reynolds Elementary,62825009169
RFK COMMUNITY SCHOOLS - AMBASSADOR SCHOOL - GLOBAL,California,CA ,RFK Community Schools - Ambassador School - Global Education,62271012566
RFK COMMUNITY SCHOOLS- FOR THE VISUAL ARTS AND HUM,California,CA ,RFK Community Schools- for the Visual Arts and Humanities,62271012370
RFK COMMUNITY SCHOOLS-AMBASSADOR-GLOBAL LEADERSHIP,California,CA ,RFK Community Schools-Ambassador-Global Leadership,62271012559
RFK COMMUNITY SCHOOLS-LOS ANGELES HIGH SCHOOL OF T,California,CA ,RFK Community Schools-Los Angeles High School of the Arts,62271012270
RFK COMMUNITY SCHOOLS-NEW OPEN WORLD ACADEMY K-12,California,CA ,RFK Community Schools-New Open World Academy K-12,62271012493
RFK COMMUNITY SCHOOLS-UCLA COMMUNITY K-12,California,CA ,RFK Community Schools-UCLA Community K-12,62271012524
RHODA MAXWELL ELEMENTARY,California,CA ,Rhoda Maxwell Elementary,64308007007
RIALTO COMMUNITY DAY,California,CA ,Rialto Community Day,63237011327
RIALTO HIGH,California,CA ,Rialto High,63237001126
RIALTO MIDDLE,California,CA ,Rialto Middle,63237004998
RICARDO LIZARRAGA ELEMENTARY,California,CA ,Ricardo Lizarraga Elementary,62271010881
RICE (ELDRIDGE) ELEMENTARY,California,CA ,Rice (Eldridge) Elementary,61494001893
RICE (LILIAN J.) ELEMENTARY,California,CA ,Rice (Lilian J.) Elementary,60861000873
RICE (WILLIAM) ELEMENTARY,California,CA ,Rice (William) Elementary,60558009321
RICE CANYON ELEMENTARY,California,CA ,Rice Canyon Elementary,60002710352
RICHARD A. ALONZO COMMUNITY DAY,California,CA ,Richard A. Alonzo Community Day,62271010842
RICHARD B. HAYDOCK INTERMEDIATE,California,CA ,"Richard B. Haydock, Middle",62922007922
RICHARD BARD ELEMENTARY,California,CA ,Richard Bard Elementary,61785002197
RICHARD E. BYRD MIDDLE,California,CA ,Richard E. Byrd Middle,62271002878
RICHARD H. LEWIS ALTERNATIVE,California,CA ,Richard H. Lewis Alternative,62007003176
RICHARD HAYNES ELEMENTARY,California,CA ,Richard Haynes Elementary,62847004392
RICHARD HENRY DANA ELEMENTARY,California,CA ,Richard Henry Dana Elementary,60744000699
RICHARD HENRY DANA EXCEPTIONAL NEEDS,California,CA ,Richard Henry Dana Exceptional Needs,60744008543
RICHARD HENRY DANA MIDDLE,California,CA ,Richard Henry Dana Middle,62271002947
RICHARD HENRY DANA MIDDLE,California,CA ,Richard Henry Dana Middle,60297000227
RICHARD HENRY DANA MIDDLE,CALIFORNIA,CA ,Richard Henry Dana Middle,60142806993
RICHARD HENRY LEE ELEMENTARY,California,CA ,Richard Henry Lee Elementary,62259000794
RICHARD L. GRAVES MIDDLE,California,CA ,Richard L. Graves Middle,63756006361
RICHARD M. MOON PRIMARY,California,CA ,Richard M. Moon Primary,60006312220
RICHARD RIORDAN PRIMARY CENTER,California,CA ,Richard Riordan Primary Center,62271011310
RICHARDSON PREP HI,California,CA ,Richardson Prep Hi,63417005380
RICHFIELD ELEMENTARY,California,CA ,Richfield Elementary,63240005000
RICHGROVE ELEMENTARY,California,CA ,Richgrove Elementary,63243011376
RICHLAND AVENUE ELEMENTARY,California,CA ,Richland Avenue Elementary,62271003305
RICHLAND CONTINUATION HIGH,California,CA ,Richland Continuation High,62865004448
RICHLAND ELEMENTARY,California,CA ,Richland Elementary,63488005890
RICHLAND JUNIOR HIGH,California,CA ,Richland Junior High,62145009565
RICHMAN ELEMENTARY,California,CA ,Richman Elementary,61473001803
RICHMOND CHARTER ACADEMY,California,CA ,Richmond Charter Academy,63255013164
RICHMOND CHARTER ELEMENTARY-BENITO JUAREZ,CALIFORNIA,CA ,Richmond Charter Elementary-Benito Juarez,63255013753
RICHMOND COLLEGE PREPARATORY,California,CA ,Richmond College Preparatory,63255011576
RICHMOND ELEMENTARY,California,CA ,Richmond Elementary,63252005005
RICHMOND ELEMENTARY,California,CA ,Richmond Elementary,63680006241
RICHMOND HIGH,California,CA ,Richmond High,63255005055
RICHMOND STREET ELEMENTARY,California,CA ,Richmond Street Elementary,61221008501
RICHVALE ELEMENTARY,California,CA ,Richvale Elementary,60504000487
RIDGE CREST ELEMENTARY,California,CA ,Ridge Crest Elementary,62580009935
RIDGECREST CHARTER,California,CA ,Ridgecrest Charter,60007108706
RIDGECREST INTERMEDIATE,California,CA ,Ridgecrest Intermediate,62970008514
RIDGEMOOR ELEMENTARY,California,CA ,Ridgemoor Elementary,62454007212
RIDGEPOINT ELEMENTARY,California,CA ,Ridgepoint Elementary,60133208952
RIDGEVIEW ELEMENTARY,California,CA ,Ridgeview Elementary,64356010156
RIDGEVIEW ELEMENTARY,California,CA ,Ridgeview Elementary,61308003506
RIDGEVIEW HIGH,California,CA ,Ridgeview High,61954003116
RIDGEVIEW HIGH (CONTINUATION),California,CA ,Ridgeview High (Continuation),62982004642
RIDGEWOOD ELEMENTARY,California,CA ,Ridgewood Elementary,61038001164
RIDGWAY HIGH (CONTINUATION),California,CA ,Ridgway High (Continuation),63583006130
RILEY ELEMENTARY,California,CA ,Riley Elementary,63417005381
RILEY ELEMENTARY,California,CA ,Riley Elementary,62250002754
RILEY/NEW DAWN,California,CA ,Riley/New Dawn,63432005539
RIM OF THE WORLD SENIOR HIGH,California,CA ,Rim of the World Senior High,63261005074
RINCON HIGH (CONTINUATION),California,CA ,Rincon High (Continuation),60756001445
RINCON MIDDLE,California,CA ,Rincon Middle,61288008833
RINCON VALLEY CHARTER,California,CA ,Rincon Valley Charter,63264011481
RINCON VALLEY MIDDLE,California,CA ,Rincon Valley Middle,63583006131
RIO AMERICANO HIGH,California,CA ,Rio Americano High,63462005812
RIO BRAVO ELEMENTARY,California,CA ,Rio Bravo Elementary,63271008496
RIO BRAVO-GREELEY ELEMENTARY,California,CA ,Rio Bravo-Greeley Elementary,63271005085
RIO CALAVERAS ELEMENTARY,California,CA ,Rio Calaveras Elementary,63801007754
RIO CAZADERO HIGH (CONTINUATION),California,CA ,Rio Cazadero High (Continuation),61233007702
RIO DEL MAR,California,CA ,Rio Del Mar,63276011833
RIO DEL MAR ELEMENTARY,California,CA ,Rio del Mar Elementary,62949004549
RIO DEL NORTE,California,CA ,Rio del Norte,63276010453
RIO DEL ORO ELEMENTARY,California,CA ,Rio Del Oro Elementary,63118011547
RIO DEL REY HIGH (CONTINUATION),California,CA ,Rio Del Rey High (Continuation),69113410212
RIO DEL VALLE MIDDLE,California,CA ,Rio del Valle Middle,63276005089
RIO HONDO ELEMENTARY,California,CA ,Rio Hondo Elementary,61146001273
RIO HONDO ELEMENTARY,California,CA ,Rio Hondo Elementary,61209001357
RIO LINDA HIGH,California,CA ,Rio Linda High,60133201991
RIO LINDA PREPARATORY ACADEMY,California,CA ,Rio Linda Preparatory Academy,60133201992
RIO LINDO ELEMENTARY,California,CA ,Rio Lindo Elementary,63276005090
RIO MESA HIGH,California,CA ,Rio Mesa High,62927004521
RIO NORTE JUNIOR HIGH,California,CA ,Rio Norte Junior High,64251011320
RIO PLAZA ELEMENTARY,California,CA ,Rio Plaza Elementary,63276005091
RIO REAL ELEMENTARY,California,CA ,Rio Real Elementary,63276005092
RIO ROSALES,California,CA ,Rio Rosales,63276008667
RIO SAN GABRIEL ELEMENTARY,California,CA ,Rio San Gabriel Elementary,61146001274
RIO SECO ELEMENTARY,California,CA ,Rio Seco Elementary,63588006144
RIO TIERRA JUNIOR HIGH,California,CA ,Rio Tierra Junior High,60133201993
RIO VALLEY CHARTER,California,CA ,Rio Valley Charter,62223012723
RIO VERDE ACADEMY,CALIFORNIA,CA ,Rio Verde Academy,64200013834
RIO VISTA COMMUNITY DAY,California,CA ,Rio Vista Community Day,61959011602
RIO VISTA ELEMENTARY,California,CA ,Rio Vista Elementary,61209001358
RIO VISTA ELEMENTARY,California,CA ,Rio Vista Elementary,61218001380
RIO VISTA ELEMENTARY,California,CA ,Rio Vista Elementary,62955011029
